Sample_ID,Industrial_Proximity_km,Mining_Activity_History,Contamination_Source,Pollutant_Concentration_Index
USGS_SOIL_00386,1.7073252560824765,Past,Mining,54.42446209836146
USGS_SOIL_00387,0.3201592494671457,None,Unknown,3.905617881643908
USGS_SOIL_00388,9.762390884898753,Current,Urban,46.44761457173383
USGS_SOIL_00389,1.8821849376586417,None,Agriculture,81.74495144763007
USGS_SOIL_00390,1.0889981211092965,Past,Unknown,72.62027876391004
USGS_SOIL_00391,3.6289905628736516,Past,Mining,48.87824176847179
USGS_SOIL_00392,12.052366184429957,Past,Agriculture,86.00498796962171
USGS_SOIL_00393,0.222615937061643,None,Agriculture,12.03647617802297
USGS_SOIL_00394,7.25798641634638,Past,Mining,90.99410533923688
USGS_SOIL_00395,4.2486918393069635,Current,Agriculture,84.64412084833488
USGS_SOIL_00396,2.7708330782234363,None,Urban,70.8276825657236
USGS_SOIL_00397,6.814460593350304,Current,Urban,81.78877421287493
USGS_SOIL_00398,16.88122027505431,Past,Unknown,54.3815506842666
USGS_SOIL_00399,1.3016720027371076,Past,Unknown,67.51624290976669
USGS_SOIL_00400,0.7753651548990338,None,Agriculture,56.05980707077789
USGS_SOIL_00401,12.202444164790936,Current,Mining,35.54285305079493
USGS_SOIL_00402,5.5274757685217155,None,Urban,56.88607973611776
USGS_SOIL_00403,2.881142783661123,Current,Industrial,25.74653325319257
USGS_SOIL_00404,4.257896717429508,Past,Unknown,44.027917084078524
USGS_SOIL_00405,6.844510538608315,None,Urban,28.07754072602432
USGS_SOIL_00406,7.414728971538408,None,Agriculture,12.288778946138901
USGS_SOIL_00407,12.622033892974386,Current,Urban,32.186185638990615
USGS_SOIL_00408,2.782976174847332,Past,Urban,85.19872181847707
USGS_SOIL_00409,1.7365299216980148,Past,Agriculture,38.10807706423057
USGS_SOIL_00410,5.1035954493775835,Current,Unknown,74.8003648968869
USGS_SOIL_00411,2.686942393862296,Current,Unknown,17.519785423816124
USGS_SOIL_00412,4.514386156640698,Current,Industrial,42.44191591676416
USGS_SOIL_00413,2.7235134516032975,Current,Industrial,11.485606933517655
USGS_SOIL_00414,0.8302480496826082,Current,Unknown,13.862106336748969
USGS_SOIL_00415,3.1689862815051946,Past,Unknown,61.74363798900691
USGS_SOIL_00416,5.870740445157522,Past,Unknown,60.74818174490111
USGS_SOIL_00417,8.029316735749935,None,Unknown,21.33719073548622
USGS_SOIL_00418,3.3994401326583654,Past,Urban,47.44231942887986
USGS_SOIL_00419,0.9030424658906315,Current,Industrial,86.3306166977948
USGS_SOIL_00420,2.6780487226377643,Past,Agriculture,17.42015086764829
USGS_SOIL_00421,7.715768536676299,Past,Mining,1.9210533073514835
USGS_SOIL_00422,2.662453722378792,Past,Agriculture,65.19951406635724
USGS_SOIL_00423,5.962375676292865,None,Mining,5.3498208088684995
USGS_SOIL_00424,3.538398151468523,None,Urban,97.9940238572446
USGS_SOIL_00425,1.380237586405171,Current,Industrial,60.9620283798881
USGS_SOIL_00426,7.951866709308124,Current,Mining,47.03963528439723
USGS_SOIL_00427,0.4398598496240308,None,Unknown,42.999254002430675
USGS_SOIL_00428,3.7210475897337507,Past,Urban,57.30706585169314
USGS_SOIL_00429,1.1715978187027034,Past,Mining,9.062443672021491
USGS_SOIL_00430,0.34710211012566056,None,Unknown,93.00190588194958
USGS_SOIL_00431,3.4951616917264623,Current,Urban,62.56420685518778
USGS_SOIL_00432,3.4613593781047776,Past,Mining,18.397849761090878
USGS_SOIL_00433,6.136222538058075,Current,Unknown,56.25810537646628
USGS_SOIL_00434,6.82757268564853,Past,Industrial,13.325650583301163
USGS_SOIL_00435,6.505934603374963,Current,Urban,1.7552717558312114
USGS_SOIL_00436,2.6344255565866446,Past,Mining,63.0516985213998
USGS_SOIL_00437,4.9941486320970405,Current,Unknown,64.84833418701278
USGS_SOIL_00438,4.301268291497554,Current,Industrial,58.369658280341554
USGS_SOIL_00439,2.7371174509680722,Current,Unknown,18.348320436002307
USGS_SOIL_00440,4.546733167476448,None,Industrial,60.342985849476705
USGS_SOIL_00441,14.710756277110358,Current,Mining,5.651094092451981
USGS_SOIL_00442,1.0714997553952523,None,Unknown,60.92383555719223
USGS_SOIL_00443,11.81019459090815,None,Unknown,55.40170191076188
USGS_SOIL_00444,0.2746865444561861,Current,Agriculture,65.52548308390995
USGS_SOIL_00445,1.8436596399322769,None,Urban,89.54756057523939
USGS_SOIL_00446,1.6994069462002743,None,Unknown,85.03581052395366
USGS_SOIL_00447,4.922380913326851,None,Industrial,98.06541915625388
USGS_SOIL_00448,0.7033552501610552,Past,Urban,97.6241032936575
USGS_SOIL_00449,10.700104325800815,Current,Mining,77.23196933737526
USGS_SOIL_00450,8.81735907563074,None,Urban,95.6419622177728
USGS_SOIL_00451,5.27870977061493,Current,Agriculture,86.7283885889112
USGS_SOIL_00452,3.0662654823489426,None,Mining,72.75824498949729
USGS_SOIL_00453,13.512033936453864,Current,Unknown,7.5384254643755195
USGS_SOIL_00454,8.881790056203467,None,Mining,4.9049888269887765
USGS_SOIL_00455,3.4588920695552665,Past,Mining,83.75995675057702
USGS_SOIL_00456,6.051184488523277,Past,Agriculture,48.96558578716983
USGS_SOIL_00457,4.18427895403225,Past,Industrial,81.46066843749209
USGS_SOIL_00458,4.432958706863537,None,Mining,31.291827065521936
USGS_SOIL_00459,2.009677244235663,Current,Industrial,39.76498583230128
USGS_SOIL_00460,3.100269944268652,None,Urban,70.01867210119319
USGS_SOIL_00461,0.40670883887873077,Past,Agriculture,91.53267369320932
USGS_SOIL_00462,2.2107649529183124,None,Unknown,8.776147447888594
USGS_SOIL_00463,5.950818212068981,Current,Mining,86.14781446346062
USGS_SOIL_00464,15.31107333459776,Past,Industrial,79.30127248793653
USGS_SOIL_00465,16.49285823356025,None,Mining,31.553927072985466
USGS_SOIL_00466,4.056533713122535,Current,Agriculture,35.52166141315596
USGS_SOIL_00467,4.6649246871862,Past,Unknown,4.646147722190963
USGS_SOIL_00468,1.0272622383647463,Current,Urban,1.5740611116717984
USGS_SOIL_00469,5.942271017157999,Current,Urban,47.70061263577291
USGS_SOIL_00470,0.3663966153685828,Past,Industrial,9.553964549731052
USGS_SOIL_00471,1.6751661630176375,None,Urban,19.4001814415213
USGS_SOIL_00472,5.518576644572396,None,Industrial,84.67671995266636
USGS_SOIL_00473,1.857566242180055,None,Unknown,57.10283912504524
USGS_SOIL_00474,0.25566061116900124,None,Mining,63.36324372661134
USGS_SOIL_00475,8.915101120115636,Current,Agriculture,18.747933083192002
USGS_SOIL_00476,1.857710335042494,None,Unknown,82.86618044544196
USGS_SOIL_00477,0.3259215139612801,None,Unknown,86.79797724397476
USGS_SOIL_00478,0.3886627817027696,Current,Urban,52.33275937130434
USGS_SOIL_00479,1.4501494573741893,Current,Urban,91.25577718786599
USGS_SOIL_00480,0.9801714231347759,Past,Agriculture,84.48286249545816
USGS_SOIL_00481,7.44274558501303,Current,Mining,73.1324176674438
USGS_SOIL_00482,1.9407104586197725,Past,Unknown,73.40759156936286
USGS_SOIL_00483,8.165984296775436,Past,Urban,10.53934739508633
USGS_SOIL_00484,0.9548703976308959,None,Unknown,27.08360376956658
USGS_SOIL_00485,3.3950299956710923,None,Mining,6.684721981767606
USGS_SOIL_00486,5.824355580271623,None,Industrial,0.8681209226308662
USGS_SOIL_00487,5.277632587791792,Current,Mining,15.830953138391013
USGS_SOIL_00488,4.595591251826473,Current,Unknown,88.048718264694
USGS_SOIL_00489,12.939456745081614,None,Unknown,23.98740590360515
USGS_SOIL_00490,1.2972560178557795,None,Agriculture,97.01539625917218
USGS_SOIL_00491,3.403319158596811,Current,Unknown,59.72909995612061
USGS_SOIL_00492,10.77050433212148,Past,Urban,23.72584876346904
USGS_SOIL_00493,0.40547420182913246,Past,Agriculture,49.71308034842128
USGS_SOIL_00494,0.2875537996960675,None,Unknown,21.909482270011537
USGS_SOIL_00495,1.3283133603185013,None,Mining,98.39735581823739
USGS_SOIL_00496,5.012256257519133,None,Unknown,84.72649839049639
USGS_SOIL_00497,1.5047121952651827,Past,Mining,2.6238788782329103
USGS_SOIL_00498,1.0550861401396858,None,Mining,94.77760314674711
USGS_SOIL_00499,3.0698533044404996,Past,Unknown,72.10651073028873
USGS_SOIL_00500,4.754385893237473,Current,Mining,8.238125202127833
USGS_SOIL_00501,1.4288043092415412,Current,Industrial,67.06377463264455
USGS_SOIL_00502,1.7883142067704059,Current,Agriculture,64.69266979656855
USGS_SOIL_00503,4.753884316893144,None,Unknown,21.878874580758346
USGS_SOIL_00504,14.569694448915104,Current,Industrial,75.84467000075756
USGS_SOIL_00505,5.615678637206498,Past,Mining,8.706470331296712
USGS_SOIL_00506,7.63708144172167,Past,Mining,48.94451812312478
USGS_SOIL_00507,2.2849244677312415,Past,Agriculture,0.9923207163087922
USGS_SOIL_00508,1.589018432984516,None,Industrial,96.87374888947464
USGS_SOIL_00509,3.0281339783747905,None,Industrial,75.15636317769093
USGS_SOIL_00510,8.228767793420438,Past,Unknown,15.885207615965601
USGS_SOIL_00511,3.0467849799695355,Past,Mining,34.167403995128296
USGS_SOIL_00512,9.37762126186204,Past,Urban,16.05623778081763
USGS_SOIL_00513,22.446714505664936,Past,Unknown,76.66174641293146
USGS_SOIL_00514,0.3737614061599547,Current,Unknown,5.889632542771517
USGS_SOIL_00515,0.2323675678286259,Past,Unknown,84.04066555637142
USGS_SOIL_00516,0.8101817175312992,None,Agriculture,94.21963388357298
USGS_SOIL_00517,2.42554309269918,None,Agriculture,67.66279428063
USGS_SOIL_00518,0.7023036349275615,None,Unknown,21.296545000143418
USGS_SOIL_00519,10.226726512710174,None,Urban,36.00900958135508
USGS_SOIL_00520,0.11709166066712029,None,Industrial,47.72398748089313
USGS_SOIL_00521,1.8974718048809116,Past,Industrial,60.462477220225374
USGS_SOIL_00522,1.0209627409101192,Past,Mining,66.86630898116874
USGS_SOIL_00523,13.40747930746135,Current,Industrial,55.42147153188828
USGS_SOIL_00524,5.535455737421241,Current,Industrial,35.13139208218558
USGS_SOIL_00525,12.153811734678952,Current,Urban,89.09172805649031
USGS_SOIL_00526,17.936799382990678,Past,Industrial,8.139205801795823
USGS_SOIL_00527,3.4368022171045665,Current,Urban,46.6256054243495
USGS_SOIL_00528,1.3349489309017595,Past,Agriculture,77.55648384674807
USGS_SOIL_00529,1.0766754976207427,None,Urban,6.08726652914009
USGS_SOIL_00530,1.26105254475832,Past,Agriculture,70.53352168113011
USGS_SOIL_00531,6.165177095955048,Past,Urban,81.9711622753325
USGS_SOIL_00532,0.2064320123453039,None,Unknown,66.08312985270523
USGS_SOIL_00533,0.2636351507556916,None,Agriculture,1.2936892275355993
USGS_SOIL_00534,4.68429077314436,None,Agriculture,18.013702713220624
USGS_SOIL_00535,5.136909665407111,Current,Industrial,34.211307889195076
USGS_SOIL_00536,5.472049520179194,Current,Agriculture,23.36900356380459
USGS_SOIL_00537,2.3251242564861085,Current,Urban,96.26521402274274
USGS_SOIL_00538,8.198065407342622,None,Unknown,65.15939141137936
USGS_SOIL_00539,3.8138218172287317,Current,Unknown,29.69709573515703
USGS_SOIL_00540,0.5572597654083669,None,Industrial,92.96974986654456
USGS_SOIL_00541,7.975193085062546,None,Urban,74.0594199476187
USGS_SOIL_00542,15.295254897026343,None,Urban,28.460721182704198
USGS_SOIL_00543,0.3095701765892559,Current,Mining,37.888156940195536
USGS_SOIL_00544,2.482570442938599,Current,Agriculture,19.942885830395674
USGS_SOIL_00545,3.3424293772713876,None,Industrial,97.10739982658218
USGS_SOIL_00546,0.7918773924621012,Current,Unknown,51.72964958900732
USGS_SOIL_00547,10.11375421336023,Past,Mining,89.60566874979847
USGS_SOIL_00548,1.6714206755418657,Current,Urban,34.64997710168477
USGS_SOIL_00549,7.639486403849107,None,Agriculture,86.08416030974757
USGS_SOIL_00550,5.558403782035027,None,Unknown,5.388684842716396
USGS_SOIL_00551,4.557085915482087,None,Mining,98.2090317524288
USGS_SOIL_00552,1.0668501451601804,Past,Urban,91.20343670333027
USGS_SOIL_00553,1.2468185786193384,None,Unknown,36.32029447766549
USGS_SOIL_00554,0.24253014761700872,None,Unknown,77.47221653145773
USGS_SOIL_00555,1.3768734647564385,Current,Urban,75.2257926473826
USGS_SOIL_00556,2.118987695736376,Past,Urban,90.12547971029316
USGS_SOIL_00557,8.953159641579227,Current,Industrial,30.725498112881112
USGS_SOIL_00558,2.281629322754007,None,Unknown,46.55200053141495
USGS_SOIL_00559,7.024772574855682,None,Urban,86.4999612606053
USGS_SOIL_00560,2.8941153230020475,Past,Mining,77.8579454135216
USGS_SOIL_00561,7.682524680017368,None,Agriculture,39.34667187402792
USGS_SOIL_00562,18.70541327213122,Past,Industrial,84.5725232912122
USGS_SOIL_00563,1.3711419559494282,Current,Urban,4.695403923240149
USGS_SOIL_00564,9.914900559141175,Past,Agriculture,78.20463029629902
USGS_SOIL_00565,4.861979057374248,Current,Industrial,20.676585943370064
USGS_SOIL_00566,8.499392035811669,None,Unknown,28.61209078237872
USGS_SOIL_00567,5.271817853041684,Current,Agriculture,49.32148435955936
USGS_SOIL_00568,2.757799805729335,Current,Industrial,44.97345010699739
USGS_SOIL_00569,1.2943390274246258,Current,Urban,52.05701068698809
USGS_SOIL_00570,0.36304285126176594,Past,Urban,54.477559567202384
USGS_SOIL_00571,3.8341662874276023,Current,Industrial,33.152769103149694
USGS_SOIL_00572,23.191615879288484,Past,Unknown,17.522751301703
USGS_SOIL_00573,6.697851745375976,Past,Industrial,76.8481229287306
USGS_SOIL_00574,1.9826175783053548,Past,Mining,39.997614908714205
USGS_SOIL_00575,8.778241006388615,None,Industrial,50.5840862459059
USGS_SOIL_00576,7.32634153776668,None,Industrial,64.46967183511181
USGS_SOIL_00577,1.6538929347282891,None,Urban,90.9637922306656
USGS_SOIL_00578,0.07205414395855929,Past,Unknown,70.75528311402199
USGS_SOIL_00579,0.6287381870471207,None,Industrial,4.545922559038451
USGS_SOIL_00580,10.490316896644853,Current,Agriculture,83.85603633980176
USGS_SOIL_00581,9.056639500080966,Past,Urban,98.93550151275191
USGS_SOIL_00582,1.749269876339977,None,Urban,47.248502537138215
USGS_SOIL_00583,1.6787304856125593,Past,Industrial,96.95903364546007
USGS_SOIL_00584,7.871922310552102,None,Agriculture,54.73287423431494
USGS_SOIL_00585,13.881977385361324,Current,Industrial,45.96159958719498
USGS_SOIL_00586,7.551069209457612,Past,Agriculture,33.140476472745505
USGS_SOIL_00587,4.651677966957263,None,Urban,65.75548758333389
USGS_SOIL_00588,1.389789861226619,None,Agriculture,22.982042052504458
USGS_SOIL_00589,3.730081359267834,Current,Industrial,10.493421851440432
USGS_SOIL_00590,1.329680259417866,Current,Mining,2.723710258421408
USGS_SOIL_00591,8.251596941970186,None,Mining,29.238011271526375
USGS_SOIL_00592,2.4466342662349385,None,Agriculture,39.57708321670383
USGS_SOIL_00593,8.969725790353815,Past,Industrial,55.207669628124776
USGS_SOIL_00594,2.4031734400083082,Past,Unknown,29.274982518700643
USGS_SOIL_00595,8.69060268819521,None,Mining,98.40595723854112
USGS_SOIL_00596,2.027209155634692,Current,Urban,29.174516824116758
USGS_SOIL_00597,2.900277479334612,Past,Industrial,44.09753884464087
USGS_SOIL_00598,4.778906858726424,None,Industrial,10.327616553190033
USGS_SOIL_00599,0.36440001532037347,Current,Mining,26.062651333707564
